player,school,gp,mpg,bpm,class,birthdate,pick
Jack Reddick,Florida Gulf Coast,23,7.8875,-5.83924,Fr,2005-10-15,
Darren Williams,Florida Gulf Coast,27,7.5179,-2.4103,Fr,2005-10-15,
Demarien Yates,Memphis,14,3.5571,13.6932,So,2004-10-15,
Jared Harris,Memphis,16,3.0813,-3.9618,Fr,2005-10-15,
Rolyns Aligbe,Southern Illinois,30,12.1774,-3.63956,Fr,2005-10-15,
Jayden Johnson,South Carolina St.,29,15.8813,-1.7442,Fr,2005-10-15,
Roko Maric,South Carolina St.,5,4.2167,-3.14805,Fr,2005-10-15,
Jamal Miles,South Carolina St.,12,6.0733,-8.0426,So,2004-10-15,
D'Shay Wright,South Carolina St.,18,6.8619,-3.43867,Fr,2005-10-15,
Antonio Sisk,Mississippi Valley St.,26,25.7929,-10.1584,Jr,2003-10-15,
Joshua Dent,Saint Mary's,23,3.5167,-2.10481,Fr,2005-05-09,
Mikey Lewis,Saint Mary's,34,16.0200,2.85161,Fr,2005-09-08,
Max Weisbrod,Northern Iowa,32,24.6636,-0.762745,Jr,2003-10-15,
Armani Perkins,UMass Lowell,1,4.0333,-7.0232,Fr,2005-10-15,
Luka Toews,Boston College,24,8.6042,-8.22754,Fr,2005-10-15,
AJ McBride,Niagara,1,8.1500,-7.6988,Fr,2005-10-15,
Tyler Schmidt,Valparaiso,32,24.7618,1.52213,Sr,2002-10-15,
Anthony Alston,Appalachian St.,10,10.2083,-5.52244,Fr,2005-10-15,
Will Cooper,Air Force,21,15.1476,-5.31363,Fr,2005-10-15,
AJ Patterson,Air Force,10,5.0200,-13.4058,Fr,2005-10-15,
Anias Futrell,Lindenwood,27,30.4345,-0.959883,Sr,2002-10-15,
Guzman Vasilic,Cal Poly,29,17.5900,-3.90926,Fr,2005-02-16,
Ja'Quavis Williford,Oregon St.,11,6.1833,-3.66081,Fr,2005-10-15,
Mason McBride,Houston Christian,22,5.8083,-4.24941,Jr,2003-10-15,
Ketron Shaw,Maryland Eastern Shore,25,35.1724,-4.47751,Jr,2003-10-15,
Sam Kodi,Southern Indiana,24,14.1000,-8.46344,Jr,2003-10-15,
Dante Oliver,North Florida,27,7.0483,-8.76778,Fr,2005-10-15,
Elias Ralph,Pacific,31,31.8697,0.964858,Sr,2002-10-15,
Travis Harper II,Tennessee St.,23,26.9167,0.585916,Jr,2003-10-15,
Jacen Holloway,Army,31,9.5515,-7.57171,Fr,2005-10-15,
Joshua Eli,Army,1,2.4000,-8.57718,Fr,2005-10-15,
Isaiah Brown,Florida,19,3.8526,1.3864,Fr,2006-01-17,
Jack Kostel,Chattanooga,36,16.3632,-0.0397905,Sr,2002-10-15,
Kai Burdick,Southern Utah,20,8.8348,-3.99241,Jr,2003-10-15,
Babatunde Durodola,Temple,31,16.2750,-0.499187,Fr,2006-02-17,
Ajay Holubar,IU Indy,6,5.8889,-2.40827,Jr,2003-10-15,
Damarion Dennis,Texas A&M Corpus Chris,30,17.8971,4.54922,Fr,2005-10-15,
Isaac Williams,Texas A&M Corpus Chris,18,25.9053,-1.26598,Fr,2005-11-10,
Ethan Wright,Miami OH,2,2.0250,-23.0407,So,2004-10-15,
Austin Rapp,Portland,30,32.9903,0.958218,Fr,2005-08-20,
Todd Jones,Portland,22,10.8333,-3.4668,Fr,2005-10-15,
Mikah Ballew,Portland,29,15.9000,-5.92197,Fr,2005-10-15,
Jamie Phillips Jr.,Stetson,24,29.9520,-4.42343,Fr,2005-10-15,
Mehki Ellison,Stetson,30,29.2469,-5.96604,Jr,2003-10-15,
Kent Jackson,Jacksonville,30,10.7687,-4.74562,Fr,2005-10-15,
Enrico Borio,Jacksonville,11,14.1846,-0.787394,Fr,2006-01-17,
Jeremiah Evans,Louisiana,30,8.9968,-5.48565,Fr,2005-10-15,
Mostapha El Moutaouakkil,Louisiana,32,25.3061,-2.98405,Jr,2003-10-15,
Brennan Chatman,Radford,6,3.4625,-1.38711,Fr,2005-10-15,
Tajae Jones,Siena,31,9.9903,-6.39776,Fr,2005-10-15,
Gavin Doty,Siena,32,28.0938,-0.0946793,Fr,2005-10-15,
Major Freeman,Siena,32,34.8250,-3.73576,Jr,2003-10-15,
Jalen Shelley,USC,22,7.6091,1.61555,Fr,2005-09-26,
Jonah Goorin,USC,1,0.9000,-22.0466,Fr,2005-10-15,
Zach Tow,Kentucky,2,0.3500,-0.198156,Jr,2003-10-15,
Robert Hinton,Harvard,26,30.2593,-1.57402,Fr,2006-02-20,
Ben Eisendrath,Harvard,25,9.4731,-5.03385,Fr,2005-10-15,
Gerard O'Keefe,Columbia,18,16.7950,-4.91935,Fr,2005-10-15,
Tim Moore,NJIT,29,26.7167,-1.90916,Sr,2002-10-15,
Dylan Mansour,Washington,4,1.4400,-26.0842,Fr,2005-10-15,
Kam Martin,Long Beach St.,30,28.0094,-4.81723,Fr,2005-10-15,
Peter Sposito,Loyola MD,8,1.4111,-12.1209,Jr,2003-10-15,
Riley Parker,Saint Francis,31,31.7382,-2.0642,Jr,2003-10-15,
Domenic Malvey,New Hampshire,1,1.1667,-8.52765,So,2004-10-15,
Hermann Koffi,Stonehill,30,32.2063,-4.31295,Fr,2005-10-15,
Pearse McGuinn,Stonehill,13,5.8667,-11.6597,Fr,2005-10-15,
Chop Paljor,Arkansas Pine Bluff,22,12.3958,-6.58075,Fr,2005-10-15,
Dante Sawyer,Arkansas Pine Bluff,29,21.2839,-8.08295,Jr,2003-10-15,
Anthony Sellars,Arkansas Pine Bluff,5,1.0000,-13.4772,Jr,2003-10-15,
Landon Johnson,Arkansas Pine Bluff,8,4.3700,-11.6377,Sr,2002-10-15,
Raphael Dumon,Arkansas Pine Bluff,26,16.7519,-10.5223,Fr,2005-10-15,
Peter Carr,Virginia Tech,3,1.1000,-12.7588,Fr,2005-10-15,
Tyler Johnson,Virginia Tech,32,25.4656,1.60374,Fr,2005-10-15,
Cade Higgins,Charleston,3,1.4250,-11.8439,Fr,2005-10-15,
Jaxon Prunty,Charleston,5,21.9200,-6.37334,Fr,2005-10-15,
Urban Klavzar,Florida,26,9.9654,-0.140338,Fr,2004-05-27,
Zocko Littleton Jr..,Rider,20,5.1150,-9.41718,Jr,2003-10-15,
Trey Wilson,Mount St. Mary's,23,4.1083,-8.47282,Fr,2005-10-15,
Javon Ervin,Mount St. Mary's,33,15.4559,-7.96037,Jr,2003-10-15,
AJ Swinton,Florida St.,28,10.4893,-2.29111,Fr,2005-10-15,
Anastasios Rozakeas,Florida St.,13,2.4846,-1.87931,Fr,2006-02-26,
Christian Nitu,Florida St.,22,6.9000,-5.06764,Fr,2005-10-30,
Daquan Davis,Florida St.,31,25.6065,0.592956,Fr,2005-09-10,
Alec Millender,IU Indy,29,30.4094,-3.18826,Sr,2001-10-27,
Jayce Nathaniel,Illinois Chicago,1,9.8667,15.1313,Fr,2005-10-15,
Jadis Jones,Lindenwood,30,33.4848,-0.468935,Fr,2005-10-15,
Aly Tounkara,Lindenwood,26,14.9483,-0.796623,Fr,2005-01-19,
Ring Nyeri,UMKC,29,13.2281,1.59536,Fr,2005-10-15,
Gob Gob,UMKC,17,7.7368,-5.17617,Jr,2003-10-15,
Davontae Hall,UMKC,29,14.6906,-5.14631,Jr,2003-10-15,
Kasheem Grady II,UMKC,25,13.1793,-5.90594,Jr,2003-10-15,
Richard Goods,Hampton,30,13.1242,2.23636,Fr,2005-10-15,
Eunique Rink,Hampton,27,7.3464,-1.6381,Fr,2005-10-15,
Noah Boyde,LSU,5,2.4000,-8.80047,Jr,2001-03-02,
Robert Miller III,LSU,32,15.6500,5.17834,Fr,2006-06-08,
Curtis Givens III,LSU,32,18.1719,-4.14206,Fr,2005-02-15,
Vyctorius Miller,LSU,25,19.0400,1.1123,Fr,2004-09-14,
Trey'Dez Green,LSU,6,6.7333,-11.2696,Fr,2005-10-15,
Azmar Abdullah,Boston University,31,17.9656,-6.72908,Fr,2005-10-15,
Ben Defty,Boston University,31,11.6469,-1.99549,Fr,2005-04-10,
Jeremiah Dargan,Montana,11,5.2462,3.38347,Jr,2003-10-15,
Ryder Elisaldez,UC San Diego,18,5.3750,-1.30229,Fr,2004-10-08,
Osa Obasohan,Hawaii,10,2.4100,-8.54893,So,2003-01-31,
Jacopo Van der Knaap,Hawaii,1,1.0000,-4.05822,Fr,2003-03-11,
Jeff Planutis,Mercyhurst,28,33.4548,-1.20789,Sr,2002-10-15,
Nemo Johnson,Prairie View A&M,2,3.6333,-25.6082,Jr,2003-10-15,
Sean Elkinton,Louisiana Tech,19,11.9714,0.330972,Jr,2003-10-15,
Jeremy Clayville,Saint Francis,29,19.2312,-3.77859,Fr,2005-10-15,
Victor Payne,Saint Francis,22,8.3200,-7.05525,Fr,2005-10-15,
K.J. Windham,Northwestern,29,16.8241,0.549626,Fr,2005-03-11,
Angelo Ciaravino,Northwestern,31,11.2065,1.8629,Fr,2005-10-15,
Tomislav Ivisic,Illinois,32,26.8500,9.84917,So,2003-08-09,
Connor Amundsen,Dartmouth,26,31.5857,-1.94277,Fr,2005-10-15,
Kareem Thomas,Dartmouth,12,4.4000,-6.84657,Fr,2005-10-15,
Brewer Carruth,Southern Miss,25,6.3148,-7.63183,Fr,2005-10-15,
Zach Laput,Davidson,32,24.5000,0.265885,Sr,2002-10-15,
Peter Noble,Rutgers,2,1.1500,6.27462,Fr,2005-10-15,
Max Fradkin,Rutgers,2,1.1500,15.8761,Fr,2005-10-15,
Joshua DeCady,Hofstra,23,9.4520,-4.37376,Fr,2005-10-15,
Micah Robinson,TCU,32,14.0781,1.33849,Fr,2005-10-15,
Christian Gamble,Mercyhurst,25,11.5571,-10.5348,Jr,2003-10-15,
Jack Whitbourn,UC Riverside,32,13.1735,-1.42076,Fr,2006-02-21,
Louis Daoust,Tennessee St.,12,7.2571,-2.70891,So,2003-06-25,
Cooper Flagg,Duke,37,30.6757,14.1669,Fr,2006-12-21,1
Jabari West,Central Arkansas,14,4.4133,-1.56498,So,2004-10-15,
Will Shortt,Niagara,30,13.6387,-4.09054,Fr,2005-01-05,
Joshua Bonga,Fresno St.,14,4.5857,-8.45291,Fr,2005-01-13,
Donnie Freeman,Syracuse,14,25.4857,1.35617,Fr,2005-08-14,
Reid Cason,East Carolina,23,4.3167,-6.32174,Fr,2005-10-15,
Jayshayne Woodard,East Carolina,31,21.4121,1.25697,Jr,2003-10-15,
Trevion LaBeaux,East Carolina,29,21.1355,1.80313,Jr,2003-10-15,
Tybo Bailey,East Carolina,10,6.3250,-6.18092,Fr,2005-10-15,
Kyle Frazier,William & Mary,30,14.9219,-1.6999,Jr,2003-10-15,
Merritt Alderink,Indiana St.,11,4.7385,-2.94304,Fr,2005-10-15,
PJ Dobuol,Southern,29,12.6032,-1.42371,Jr,2003-10-15,
Braden East,Lamar,7,4.3700,-2.91343,Fr,2005-10-15,
Grant Kemp,New Orleans,22,11.2273,-1.96018,Jr,2003-10-15,
Luke Flynn,Wofford,32,20.1441,-0.686431,Fr,2005-10-15,
Kahmare Holmes,Wofford,26,14.5143,-2.4277,Fr,2005-10-15,
Cannon Richards,Wofford,13,6.3357,-11.4948,Fr,2005-10-15,
Mac Riniker,Cal Poly,34,24.8057,1.25709,Sr,2002-10-15,
Sean Lang,Mercyhurst,20,9.6348,-6.36697,Sr,2002-10-15,
Berk Can Akin,UC Irvine,28,9.7207,-4.26869,Fr,2005-09-19,
Iverson King,Presbyterian,30,18.9848,-0.834068,Fr,2005-10-15,
Owen Derhmann,Central Arkansas,16,11.0500,-9.59965,Fr,2005-10-15,
Thomas Sorber,Georgetown,24,31.3500,7.52948,Fr,2005-12-25,15
Bradyn Foster,Penn,12,6.4500,-8.89289,Fr,2005-10-15,
Kayvaun Mulready,Georgetown,22,7.9591,-1.44271,Fr,2005-10-15,
Michelangelo Oberti,Penn,15,9.9933,-5.28064,Fr,2005-10-11,
Lucas Williams,Tennessee Martin,5,4.2714,-12.1421,Fr,2005-10-15,
Carlos Cortijo,Tennessee Martin,29,21.7774,-8.39316,So,2004-09-06,
AJ Hopkins,Tennessee Martin,23,16.8500,-4.17851,Jr,2003-10-15,
Stefano Faloppa,Tennessee Martin,24,10.3037,-3.66716,Jr,2002-09-29,
Bol Kuir,Alabama A&M,9,7.6750,-10.5263,Jr,2003-10-15,
Warren Yeh,Alabama A&M,22,6.5000,-12.3719,Fr,2005-04-17,
Micah Caster,Louisiana Monroe,20,11.3682,-8.99859,Fr,2005-10-15,
Connor Martin,Coastal Carolina,3,1.6800,-0.953014,So,2004-10-15,
Bennett Stirtz,Drake,33,39.3657,8.31243,Jr,2003-10-03,16
JoJo Moore,Oral Roberts,25,27.5393,-0.595846,Fr,2005-10-15,
Luke Gray,Oral Roberts,26,11.1400,-3.99756,Fr,2005-10-15,
Darius Dawson,Austin Peay,21,7.3870,-2.83244,Sr,2001-04-19,
Elijah Moore,Syracuse,26,15.7231,-1.84083,Fr,2005-10-15,
Chase Kuiper,Detroit Mercy,23,8.5792,-3.27406,Fr,2005-10-15,
Miles Mitchell,Detroit Mercy,27,12.5407,-5.78308,Fr,2005-10-15,
Jalil Bethea,Miami FL,31,18.9226,-5.01498,Fr,2005-12-20,
Stefano Alesso,Stetson,15,7.8824,-17.1299,Fr,2005-10-15,
Nate Johnson,Detroit Mercy,31,29.8313,-6.23864,Fr,2005-10-15,
Isaiah Johnson-Arigu,Miami FL,8,5.2500,-5.57588,Fr,2005-10-15,
"Troy Cole, Jr.",Southeast Missouri St.,30,18.5818,-2.83617,Jr,2003-10-15,
Nick Woodard,Stony Brook,30,17.6226,-7.65651,Jr,2003-10-15,
CJ Luster,Stony Brook,31,30.0375,-1.19118,Jr,2003-10-15,
Malcolm Noel,West Georgia,24,22.6040,-6.43196,Jr,2003-10-15,
AJ Rodriguez,Cornell,3,5.4200,-12.6875,Fr,2005-10-15,
Dylan Warlick,Saint Louis,24,10.0280,-1.95362,Fr,2005-10-15,
Amari McCottry,Saint Louis,29,14.4839,-0.344084,Fr,2005-10-15,
Gabe Pickens,New Mexico St.,27,11.2033,-5.82458,Fr,2005-10-15,
Jae'Coby Osborne,New Mexico St.,19,10.4455,5.16796,Fr,2005-10-15,
Joul Karram,Utah,8,3.6000,1.22214,Fr,2006-01-28,
MJ Thomas,New Orleans,31,28.6355,-1.00056,Fr,2005-10-15,
Kohen Rowbatham,New Orleans,28,18.7071,-10.0788,Fr,2005-10-15,
Jackson Sowards,New Orleans,11,1.2909,-9.19923,Fr,2005-10-15,
Jawarie Hamelin,New Hampshire,25,25.0654,-6.27973,Jr,2003-10-15,
Antoni Siewruk,New Hampshire,26,9.9679,-5.6288,Fr,2005-07-25,
Caleb Middleton,New Hampshire,29,11.7226,-3.96544,Fr,2005-10-15,
Khalil Badru,New Hampshire,30,22.3500,-3.44053,Fr,2004-10-29,
Christopher Flippin,Maryland Eastern Shore,27,26.2032,-5.91452,Jr,2003-10-15,
Jaiden Lee,Maryland Eastern Shore,1,3.0500,-8.82031,Jr,2003-10-15,
Flash Burton,Rider,33,22.5394,-4.5788,Fr,2005-10-15,
Colin White,Ohio St.,19,7.9632,2.42601,Fr,2005-10-15,
Alfred Worrell Jr.,Southern Miss,30,13.5500,-4.67688,Jr,2003-10-15,
Qiant Myers,Portland St.,29,33.0781,-4.21233,Sr,2002-10-15,
Timaris Brown,IU Indy,27,12.9100,-7.12525,Jr,2003-10-15,
Stefan Jimenez-Vojnic,NJIT,14,4.8067,-9.01753,Fr,2005-11-23,
Jordan Malmlov,Nevada,6,1.5667,-22.6818,So,2004-10-15,
Sam Donnelly,Le Moyne,4,4.1167,-7.02432,Sr,2002-10-15,
Isaac Nyakundi,Le Moyne,14,5.0437,-13.8776,Fr,2005-10-15,
Malachi Arrington,NJIT,21,9.0955,-5.26283,Fr,2005-10-15,
John Kelly,NJIT,25,10.2423,-10.0481,Fr,2005-10-15,
Ari Fulton,NJIT,28,28.5517,-3.18977,Fr,2005-10-15,
Quentin Duncan,NJIT,11,12.9250,-3.4098,Fr,2005-10-15,
Redek Born,Northern Iowa,19,7.3947,-8.93961,Fr,2006-04-09,
Will Hornseth,Northern Iowa,32,14.4303,2.00381,Fr,2005-10-15,
Jason Jackson,Georgia St.,10,4.6900,-7.77845,Fr,2004-02-03,
Majer Sullivan,Utah Valley,6,3.2750,-6.06428,Jr,2003-10-15,
Javontae Campbell,Bowling Green,30,30.7125,2.1586,Jr,2004-05-26,
Jaxon Pardon,Bowling Green,7,2.6222,-17.0869,Fr,2005-10-15,
Jahvin Carter,Penn St.,26,8.2769,-3.82005,Fr,2005-10-15,
Weston Coggeshall,South Carolina,2,1.6000,-8.11992,Fr,2005-10-15,
Tommy Kamarad,Winthrop,28,13.5645,1.75829,Jr,2003-10-15,
Ramogi Nyagudi,St. Thomas,4,5.5167,-4.57987,Fr,2006-08-07,
Ryan Lafferty,St. Thomas,18,7.3762,-4.67076,Fr,2005-10-15,
Nolan Minessale,St. Thomas,31,26.2882,4.16721,Fr,2005-10-15,
Kyle Brown,Arkansas Pine Bluff,27,18.9586,-7.23201,Jr,2003-10-15,
Aaron Nkrumah,Tennessee St.,30,29.7531,0.435283,Jr,2001-11-26,
Jacksen Moni,North Dakota St.,26,30.3407,4.84676,Sr,2003-02-20,
Chansey Willis Jr.,Western Michigan,24,32.0292,1.49972,Jr,2003-10-15,
Bowen Hammer,Austin Peay,9,2.2909,-2.79055,Fr,2005-10-15,
Quan Lax,Austin Peay,31,26.1000,-2.68598,Jr,2003-10-15,
Terrell Gaines,Austin Peay,16,5.1889,-7.70832,Fr,2005-10-15,
Tekao Carpenter,Austin Peay,27,19.3897,-4.90277,Jr,2003-10-15,
John Clemmons,Delaware St.,7,3.6700,-24.2802,Fr,2005-10-15,
Will Thengvall,Kansas,3,1.9333,-0.914533,Fr,2005-10-15,
Bryson Cokley,George Mason,8,2.3000,-8.52865,Fr,2005-10-15,
Justin Begg,George Mason,32,9.2364,-3.78559,Fr,2005-10-15,
Makhi Myles,UAB,10,2.8273,-14.7937,Fr,2005-10-15,
Braden Hausen,High Point,6,8.1857,-2.61007,Fr,2005-10-15,
Elliot Lowndes,Southeast Missouri St.,30,8.6182,-0.574725,Jr,2003-10-15,
Mercy Miller,Houston,22,8.6136,1.54859,Fr,2005-09-13,
Devin Haid,Central Connecticut,30,27.5375,2.64811,Jr,1999-08-22,
Khani Rooths,Louisville,35,13.4086,1.58767,Fr,2005-11-12,
Will Coble,Appalachian St.,2,10.0000,-21.1716,Sr,2002-10-15,
Christian Henry,Eastern Michigan,31,35.4000,-2.17588,Jr,2003-10-15,
Ace Bailey,Rutgers,30,33.3267,3.67931,Fr,2006-08-13,5
Dylan Harper,Rutgers,29,32.6000,8.09568,Fr,2006-03-02,2
Aaron Powell,Rice,29,6.4267,-5.74062,Fr,2005-10-15,
Miles Barnstable,St. Thomas,31,27.5118,1.03623,Jr,2003-10-15,
Justice Shoats,Siena,32,36.2969,-4.21452,Jr,2003-10-15,
Ismael Diouf,N.C. State,18,7.9833,-3.34433,Jr,2003-10-15,
Ryan Hite,Hampton,4,1.7200,-21.5566,Fr,2005-10-15,
Jack Stanton,Princeton,25,7.5556,-0.687669,Fr,2005-10-15,
Nick Anderson,Furman,32,31.3171,0.725238,Sr,2002-10-15,
Jalen Barr,Iona,27,15.0222,-2.02307,Sr,2001-05-18,
Brody Fox,The Citadel,26,32.1000,-6.03907,Sr,2002-04-01,
Cole McCormick,Central Arkansas,29,24.7333,-3.89983,Fr,2005-10-15,
Josiah Dunham,Southern Indiana,24,16.4962,-3.03761,Fr,2005-10-15,
Max Sheridan,Minnesota,1,1.0000,-3.99023,So,2004-10-15,
Cayden Gehlhausen,Southern Indiana,3,3.1600,-12.04,Fr,2005-10-15,
Latif Diouf,Chattanooga,29,9.9548,-3.87636,Fr,2005-01-18,
Christian Alston,Abilene Christian,20,8.5826,-3.45749,Fr,2005-10-15,
Liam Vitters,Chattanooga,7,1.3778,-8.73497,Fr,2005-10-15,
Houston Holland,Chattanooga,5,1.6714,-5.51946,Fr,2005-10-15,
Dontrez Williams,Abilene Christian,29,15.5312,-2.3838,Fr,2005-10-15,
Mohammad Habhab,Central Michigan,1,1.6000,-6.1578,Fr,2006-04-19,
Isaiah Abraham,Connecticut,9,3.5778,-4.97587,Fr,2005-10-18,
Willie Williams,Northwestern St.,30,28.1281,-0.370918,Jr,2003-10-15,
Dontae Walker,Northwestern St.,3,7.3750,-21.6788,Jr,2003-10-15,
Ahmad Nowell,Connecticut,18,6.4111,0.701309,Fr,2005-10-28,
Quentin Heady,Central Michigan,19,11.5783,0.578249,So,2004-10-15,
Damarion Bonds,Central Michigan,17,18.5952,-1.60958,Jr,2003-10-15,
Kevin McCarthy,Army,27,8.0310,-4.08783,Fr,2005-10-15,
Alex Engro,Army,1,1.2500,-27.003,Fr,2005-10-15,
Dayon Polk,Army,4,1.6167,-16.9016,Fr,2005-10-15,
Jaxson Bell,Army,2,1.2667,-56.7413,Fr,2005-10-15,
Dylan Murans,Army,2,2.2667,-34.6571,Fr,2005-10-15,
Kameron Taylor,UNC Asheville,27,22.1258,-2.49106,Fr,2005-10-15,
Dozie Onyirimba,Kennesaw St.,1,4.0500,-4.34342,Fr,2005-10-15,
TJ Simpkins,Elon,27,29.3828,0.0170798,So,2004-10-15,
Ring Malith,SIU Edwardsville,31,30.8647,-1.43205,Jr,2003-10-15,
Jo Valrie,SIU Edwardsville,2,17.9333,-12.3842,Sr,2002-10-15,
Nassim Mashhour,Oakland,30,13.8645,-1.15763,Fr,2005-10-15,
Jordan Hamilton,SIU Edwardsville,6,4.9889,-23.5059,Jr,2003-10-15,
Myles Thompson,SIU Edwardsville,31,18.5912,-4.16581,Jr,2003-10-15,
Jasir Tremble,Fresno St.,32,16.2656,-3.61607,Jr,2003-10-15,
Kyle Jorgensen,Colorado St.,34,13.0765,1.48774,Fr,2005-10-15,
Keitenn Bristow,Tarleton St.,21,26.3304,-0.124999,Fr,2005-10-15,
Caleb Evans,Tarleton St.,4,12.5500,-9.85019,Fr,2005-10-15,
Jordan Mizell,Tarleton St.,28,23.3323,-1.91473,Fr,2005-10-15,
Karim Elgizawy,Tarleton St.,11,11.7455,-10.8525,Fr,2005-01-13,
Collin Course,Tarleton St.,1,0.7000,4.01132,Sr,2002-10-15,
Matt Krass,Tarleton St.,8,10.8273,-9.00513,Fr,2005-10-15,
Andrew Sineway,High Point,7,1.9889,7.15019,So,2004-10-15,
Jamichael Stillwell,Milwaukee,29,28.0355,0.993743,Jr,2003-10-15,
Halvine Dzellat,Cincinnati,10,3.7600,-6.10574,Fr,2004-01-29,
Bradey Henige,Cal Baptist,30,10.8767,-0.614857,Fr,2005-10-15,
Paul Zilinskas,IU Indy,28,31.5032,-2.38228,Sr,2001-08-15,
David Punch,TCU,32,20.4063,2.20285,Fr,2006-08-02,
Malick Diallo,TCU,29,10.8724,0.699503,Fr,2005-05-06,
Drew McElroy,TCU,2,0.9000,-2.92231,Fr,2005-10-15,
Adam Stewart,TCU,2,0.9000,4.23033,Fr,2005-10-15,
Robert Wright,Baylor,34,29.3600,0.959113,Fr,2005-11-16,
Chidube Ekwommadu,Fairleigh Dickinson,19,5.2238,-6.67787,Fr,2005-10-15,
Josiah Francis,Fairleigh Dickinson,19,5.9400,-6.20511,Fr,2005-10-15,
Dylan Jones,Fairleigh Dickinson,30,24.3455,-3.74502,Jr,2003-10-15,
Andrew Canda,Fairleigh Dickinson,4,1.5286,-8.37614,Fr,2005-10-15,
Peyton Marshall,Missouri,22,4.4318,-0.856602,Fr,2005-10-19,
T.O. Barrett,Missouri,19,5.3684,2.1223,Fr,2006-05-24,
Annor Boateng,Missouri,17,6.4118,-1.04928,Fr,2005-11-13,
Marcus Allen,Missouri,26,9.1615,3.07825,Fr,2005-02-07,
Clayton Jackson,Lindenwood,29,18.8250,-6.15833,Fr,2005-10-15,
Kanon Catchings,BYU,31,17.3742,4.85532,Fr,2005-08-10,
Josiah LeGree,Indiana St.,26,13.5643,-5.41546,Fr,2005-10-15,
Myles Watkins,Bellarmine,28,14.2400,-8.41426,Jr,2003-10-15,
Brandon Morgan,Western Carolina,25,22.8429,-6.11837,Jr,2003-10-15,
CJ Hyland,Western Carolina,24,21.1111,-6.13753,Fr,2005-10-15,
Nik Hendrix,Youngstown St.,3,3.0000,-6.59531,So,2004-10-15,
Reece Holbrook,Eastern Kentucky,2,1.3000,-7.28087,Fr,2005-10-15,
James Mayor,Eastern Kentucky,1,1.5000,-19.9715,Fr,2005-10-15,
Yvens Paul,Eastern Kentucky,27,10.3034,2.07882,So,2004-10-15,
Cameron Merritt,West Georgia,4,2.1200,-21.7906,Fr,2005-10-15,
Tamaury Releford,West Georgia,29,15.7067,-3.4407,Sr,2002-10-15,
Phat Phat Brooks,Michigan,15,3.3067,5.92862,Fr,2005-10-15,
Luke Zimmerman,Davidson,4,1.5200,-28.1546,So,2004-10-15,
Roberts Blums,Davidson,30,15.3871,-5.9866,Fr,2005-11-02,
Anton Bonke,Providence,16,6.5312,-0.661427,So,2004-08-04,
Jared Washington,Southern Indiana,13,12.8714,-1.04044,Jr,2003-10-15,
Chris Riddle,DePaul,19,5.4000,1.9207,Fr,2005-10-15,
Jadyn Shider,Southern Indiana,18,7.2650,-10.5256,Jr,2003-10-15,
Marino Dubravcic,Baylor,17,3.3000,-2.98662,Fr,2004-05-12,
Caleb Williams,Georgetown,29,20.3552,0.622732,Fr,2004-11-25,
Lorenzo Abellar,Southern Utah,27,15.1533,-7.96196,Jr,2003-10-15,
Bradyn Hubbard,Abilene Christian,28,23.6548,2.05619,Jr,2003-10-15,
Cheikh Ndiaye,Sam Houston St.,15,10.0667,-3.99502,Fr,2005-10-15,
Caleb Mackrey,Marist,22,9.3682,-9.68088,Jr,2003-10-15,
Tarik Watson,Marist,27,11.3741,-3.54056,Fr,2005-10-15,
Parby Kabamba,Marist,23,7.4000,-8.42163,Fr,2005-12-15,
Ponce James,Delaware St.,19,12.5130,-3.61046,Fr,2005-10-15,
Caleb Kizer,South Alabama,7,1.9000,-7.70652,Sr,2002-10-15,
Luke Bamgboye,VCU,34,16.8371,8.51527,Fr,2004-10-27,
Mateen Rafiq,Cornell,4,4.6000,-3.10584,Fr,2005-10-15,
Gioacchino Panzini,Cornell,14,5.2750,0.727534,Fr,2005-10-15,
Anthony Nimani,Cornell,23,7.3520,-3.71029,Fr,2005-10-15,
Josh Dilling,Northern Kentucky,31,30.6394,-0.662607,Sr,2001-09-08,
Aleksander Pachucki,Fordham,3,5.3000,-16.0137,Fr,2004-10-11,
Ryan Pettis,Fordham,23,7.6625,-6.39351,Fr,2005-10-15,
Ivan Matlekovic,High Point,3,6.0000,-14.8023,Fr,2004-10-18,
George Natsvishvili,North Dakota,18,7.9000,-5.39231,Fr,2004-03-25,
Zion Pipkin,Wichita St.,8,7.6000,-0.279649,Fr,2005-10-15,
Daniel Abreu,Drake,33,33.2486,3.98316,Sr,2002-10-15,
Trevor Hennig,Weber St.,31,21.3824,-4.11111,Fr,2005-10-15,
Ramondo Battle II,Evansville,3,9.1250,-23.1442,Jr,2003-10-15,
Trent Hundley,Evansville,14,5.6000,-6.23262,Jr,2003-10-15,
Gabriel Pozzato,Evansville,23,34.9125,-2.00126,Fr,2005-05-09,
Kaia Berridge,Evansville,28,11.8759,-6.89677,Fr,2005-12-29,
Darius Leonard,Coppin St.,7,8.1125,-13.3564,Jr,2003-10-15,
Jaylen Murphy,Toledo,4,3.0800,-16.3734,Fr,2005-10-15,
Elijah Elliott,Ohio,29,16.4600,-3.79994,Fr,2005-10-15,
Ayden Evans,Ohio,15,6.0312,-10.4515,Fr,2005-10-15,
Khamani Cooper,Nebraska Omaha,16,6.6667,-3.59674,So,2004-10-15,
